Term,Session,Acad Group,Class Nbr,Subject,Catalog Nbr,Section,Course Title,Component,Codes,M,T,W,TH,F,S,SU,Time,Location,Instructor,
"Fall 2010","Regular Academic Session","Kinesiology","45414","Kinesiology (KINESLGY)"," 600","001","Grad Sem MVS","SEM","P RW","M","","","","","","","5-6PM","3050 CCRB","Palmieri-Smith",
"Fall 2010","Regular Academic Session","Kinesiology","26131","Kinesiology (KINESLGY)"," 619","001","Thesis Research","IND"," IR ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","20247","Kinesiology (KINESLGY)"," 680","001","Practicum Kines","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","50654","Kinesiology (KINESLGY)"," 680","148","Practicum Kines","IND"," I  ","","","","","","","","ARR","ARR","VanVolkinburg",
"Fall 2010","Regular Academic Session","Kinesiology","20249","Kinesiology (KINESLGY)"," 682","001","Ind Read in Kin","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","51345","Kinesiology (KINESLGY)"," 682","024","Ind Read in Kin","IND"," I  ","","","","","","","","ARR","ARR","Seidler",
"Fall 2010","Regular Academic Session","Kinesiology","51115","Kinesiology (KINESLGY)"," 682","045","Ind Read in Kin","IND"," I  ","","","","","","","","ARR","ARR","George",
"Fall 2010","Regular Academic Session","Kinesiology","48928","Kinesiology (KINESLGY)"," 682","141","Ind Read in Kin","IND"," I  ","","","","","","","","ARR","ARR","Ulrich",
"Fall 2010","Regular Academic Session","Kinesiology","50953","Kinesiology (KINESLGY)"," 682","160","Ind Read in Kin","IND"," I  ","","","","","","","","ARR","ARR","Bodary",
"Fall 2010","Regular Academic Session","Kinesiology","20251","Kinesiology (KINESLGY)"," 684","001","Ind Res in Kin","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","50708","Kinesiology (KINESLGY)"," 684","003","Ind Res in Kin","IND"," I  ","","","","","","","","ARR","ARR","Borer",
"Fall 2010","Regular Academic Session","Kinesiology","51558","Kinesiology (KINESLGY)"," 684","015","Ind Res in Kin","IND"," I  ","","","","","","","","ARR","ARR","McLean",
"Fall 2010","Regular Academic Session","Kinesiology","51153","Kinesiology (KINESLGY)"," 684","043","Ind Res in Kin","IND"," I  ","","","","","","","","ARR","ARR","Basten",
"Fall 2010","Regular Academic Session","Kinesiology","51557","Kinesiology (KINESLGY)"," 684","068","Ind Res in Kin","IND"," I  ","","","","","","","","ARR","ARR","Gross",
"Fall 2010","Regular Academic Session","Kinesiology","50952","Kinesiology (KINESLGY)"," 684","160","Ind Res in Kin","IND"," I  ","","","","","","","","ARR","ARR","Bodary",
"Fall 2010","Regular Academic Session","Kinesiology","33439","Kinesiology (KINESLGY)"," 685","001","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Ulrich",
"Fall 2010","Regular Academic Session","Kinesiology","34389","Kinesiology (KINESLGY)"," 685","002","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Cartee",
"Fall 2010","Regular Academic Session","Kinesiology","35079","Kinesiology (KINESLGY)"," 685","003","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Babiak",
"Fall 2010","Regular Academic Session","Kinesiology","37007","Kinesiology (KINESLGY)"," 685","004","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","McLean",
"Fall 2010","Regular Academic Session","Kinesiology","39313","Kinesiology (KINESLGY)"," 685","005","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Ulrich",
"Fall 2010","Regular Academic Session","Kinesiology","39961","Kinesiology (KINESLGY)"," 685","006","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Ferris",
"Fall 2010","Regular Academic Session","Kinesiology","39999","Kinesiology (KINESLGY)"," 685","007","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Bodary",
"Fall 2010","Regular Academic Session","Kinesiology","40227","Kinesiology (KINESLGY)"," 685","008","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Horowitz",
"Fall 2010","Regular Academic Session","Kinesiology","44135","Kinesiology (KINESLGY)"," 685","009","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Palmer",
"Fall 2010","Regular Academic Session","Kinesiology","44139","Kinesiology (KINESLGY)"," 685","010","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Fort",
"Fall 2010","Regular Academic Session","Kinesiology","44583","Kinesiology (KINESLGY)"," 685","011","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Rosentraub",
"Fall 2010","Regular Academic Session","Kinesiology","44621","Kinesiology (KINESLGY)"," 685","012","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Winfree",
"Fall 2010","Regular Academic Session","Kinesiology","44691","Kinesiology (KINESLGY)"," 685","013","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Gross",
"Fall 2010","Regular Academic Session","Kinesiology","48851","Kinesiology (KINESLGY)"," 685","014","Res Rotation in Kin","LAB","PI  ","","","","","","","","ARR","ARR","Palmieri-Smith",
"Fall 2010","Regular Academic Session","Kinesiology","20253","Kinesiology (KINESLGY)"," 686","001","Intern in Kines","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","35103","Kinesiology (KINESLGY)"," 990","001","Diss-Precand","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","50668","Kinesiology (KINESLGY)"," 990","015","Diss-Precand","IND"," I  ","","","","","","","","ARR","ARR","McLean",
"Fall 2010","Regular Academic Session","Kinesiology","46711","Kinesiology (KINESLGY)"," 990","035","Diss-Precand","IND"," I  ","","","","","","","","ARR","ARR","Cartee",
"Fall 2010","Regular Academic Session","Kinesiology","46717","Kinesiology (KINESLGY)"," 990","050","Diss-Precand","IND"," I  ","","","","","","","","ARR","ARR","Edington",
"Fall 2010","Regular Academic Session","Kinesiology","46716","Kinesiology (KINESLGY)"," 990","095","Diss-Precand","IND"," I  ","","","","","","","","ARR","ARR","Fort",
"Fall 2010","Regular Academic Session","Kinesiology","49469","Kinesiology (KINESLGY)"," 990","120","Diss-Precand","IND"," I  ","","","","","","","","ARR","ARR","Babiak",
"Fall 2010","Regular Academic Session","Kinesiology","46715","Kinesiology (KINESLGY)"," 990","130","Diss-Precand","IND"," I  ","","","","","","","","ARR","ARR","Ferris",
"Fall 2010","Regular Academic Session","Kinesiology","46714","Kinesiology (KINESLGY)"," 990","140","Diss-Precand","IND"," I  ","","","","","","","","ARR","ARR","Ulrich",
"Fall 2010","Regular Academic Session","Kinesiology","46712","Kinesiology (KINESLGY)"," 990","141","Diss-Precand","IND"," I  ","","","","","","","","ARR","ARR","Ulrich",
"Fall 2010","Regular Academic Session","Kinesiology","46713","Kinesiology (KINESLGY)"," 990","154","Diss-Precand","IND"," I  ","","","","","","","","ARR","ARR","Horowitz",
"Fall 2010","Regular Academic Session","Kinesiology","20255","Kinesiology (KINESLGY)"," 995","001","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","49471","Kinesiology (KINESLGY)"," 995","003","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Borer",
"Fall 2010","Regular Academic Session","Kinesiology","46706","Kinesiology (KINESLGY)"," 995","018","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Palmieri-Smith",
"Fall 2010","Regular Academic Session","Kinesiology","46708","Kinesiology (KINESLGY)"," 995","024","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Seidler",
"Fall 2010","Regular Academic Session","Kinesiology","46707","Kinesiology (KINESLGY)"," 995","035","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Cartee",
"Fall 2010","Regular Academic Session","Kinesiology","46710","Kinesiology (KINESLGY)"," 995","085","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Palmer",
"Fall 2010","Regular Academic Session","Kinesiology","51471","Kinesiology (KINESLGY)"," 995","095","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Fort",
"Fall 2010","Regular Academic Session","Kinesiology","49470","Kinesiology (KINESLGY)"," 995","120","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Babiak",
"Fall 2010","Regular Academic Session","Kinesiology","46709","Kinesiology (KINESLGY)"," 995","130","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Ferris",
"Fall 2010","Regular Academic Session","Kinesiology","51522","Kinesiology (KINESLGY)"," 995","140","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Ulrich",
"Fall 2010","Regular Academic Session","Kinesiology","46704","Kinesiology (KINESLGY)"," 995","141","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Ulrich",
"Fall 2010","Regular Academic Session","Kinesiology","46705","Kinesiology (KINESLGY)"," 995","154","Diss-Cand","IND"," IR ","","","","","","","","ARR","ARR","Horowitz",
"Fall 2010","Regular Academic Session","Kinesiology","46119","Movement Science (MOVESCI)"," 100","001","Seminar Movement Sci","SEM","P RW","M","","","","","","","9-10AM","3050 CCRB","Ferris",
"Fall 2010","Regular Academic Session","Kinesiology","20095","Movement Science (MOVESCI)"," 110","001","Bio&Beh Bases Hu Mvt","LEC","P RW","M","","W","","F","","","10-11AM","3050 CCRB","Li, Anaka, Drew",
"Fall 2010","Regular Academic Session","Kinesiology","20097","Movement Science (MOVESCI)"," 110","002","Bio&Beh Bases Hu Mvt","LEC","P RW","M","","W","","F","","","10-11AM","3735 CCRB","Anaka, Li, Drew",
"Fall 2010","Regular Academic Session","Kinesiology","20099","Movement Science (MOVESCI)"," 110","003","Bio&Beh Bases Hu Mvt","LEC","P RW","M","","W","","F","","","10-11AM","2100 OBL","Drew, Li, Anaka",
"Fall 2010","Regular Academic Session","Kinesiology","20101","Movement Science (MOVESCI)"," 110","004","Bio&Beh Bases Hu Mvt","LEC","P RW","","T","","TH","","","","1-230PM","1100 OBL","Drew",
"Fall 2010","Regular Academic Session","Kinesiology","30861","Movement Science (MOVESCI)"," 110","005","Bio&Beh Bases Hu Mvt","LEC","P RW","","T","","TH","","","","10-1130AM","3040 CCRB","Drew",
"Fall 2010","Regular Academic Session","Kinesiology","36003","Movement Science (MOVESCI)"," 110","006","Bio&Beh Bases Hu Mvt","LEC","P  W","M","","W","","F","","","10-11AM","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","36005","Movement Science (MOVESCI)"," 110","007","Bio&Beh Bases Hu Mvt","LEC","P  W","","T","","TH","","","","1-230PM","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","36007","Movement Science (MOVESCI)"," 110","008","Bio&Beh Bases Hu Mvt","LEC","P  W","","T","","TH","","","","10-1130AM","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","28645","Movement Science (MOVESCI)"," 230","001","Hum Musculo Anat","LEC","A  W","M","","W","","","","","830-10AM","2260 USB","Gross",
"Fall 2010","Regular Academic Session","Kinesiology","28647","Movement Science (MOVESCI)"," 230","002","Hum Musculo Anat","LAB","P RW","","","","TH","","","","230-430PM","3100 OBL","Jeong",
"Fall 2010","Regular Academic Session","Kinesiology","28649","Movement Science (MOVESCI)"," 230","003","Hum Musculo Anat","LAB","P RW","","","","TH","","","","430-630PM","3100 OBL","Jeong",
"Fall 2010","Regular Academic Session","Kinesiology","28651","Movement Science (MOVESCI)"," 230","004","Hum Musculo Anat","LAB","P RW","","","","","F","","","9-11AM","3100 OBL","Lin",
"Fall 2010","Regular Academic Session","Kinesiology","32373","Movement Science (MOVESCI)"," 230","005","Hum Musculo Anat","LAB","P RW","","","","","F","","","11-1PM","3100 OBL","Lin",
"Fall 2010","Regular Academic Session","Kinesiology","46485","Movement Science (MOVESCI)"," 230","006","Hum Musculo Anat","LAB","P  W","","","","TH","","","","230-430PM","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","46486","Movement Science (MOVESCI)"," 230","007","Hum Musculo Anat","LAB","P  W","","","","TH","","","","430-630PM","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","46487","Movement Science (MOVESCI)"," 230","008","Hum Musculo Anat","LAB","P  W","","","","","F","","","9-11AM","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","46488","Movement Science (MOVESCI)"," 230","009","Hum Musculo Anat","LAB","P  W","","","","","F","","","11-1PM","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","48598","Movement Science (MOVESCI)"," 230","010","Hum Musculo Anat","LAB","P  W","","","W","","","","","230-430PM","3100 OBL","Guerin",
"Fall 2010","Regular Academic Session","Kinesiology","48599","Movement Science (MOVESCI)"," 230","011","Hum Musculo Anat","LAB","P  W","","","W","","","","","430-630PM","3100 OBL","Guerin",
"Fall 2010","Regular Academic Session","Kinesiology","31739","Movement Science (MOVESCI)"," 240","001","Intro to Fit&Health","LEC","P  W","","T","","TH","","","","10-1130AM","2062 PALM","Katch",
"Fall 2010","Regular Academic Session","Kinesiology","20103","Movement Science (MOVESCI)"," 241","001","Ex Nutr Wt Cn","LEC","P RW","","T","","TH","","","","1-230PM","1400 CHEM","Katch",
"Fall 2010","Regular Academic Session","Kinesiology","20105","Movement Science (MOVESCI)"," 250","001","Statistics","LEC","P RW","M","","W","","","","","11-1230PM","3735 CCRB","Ulrich",
"Fall 2010","Regular Academic Session","Kinesiology","20107","Movement Science (MOVESCI)"," 280","001","Kin UG Research Opp","DIS","PI  ","","","","","","","","ARR","ARR","Knox",
"Fall 2010","Regular Academic Session","Kinesiology","39311","Movement Science (MOVESCI)"," 290","001","Field Exp MOVESCI","IND"," I  ","","","","","","","","ARR","ARR","",
"Fall 2010","Regular Academic Session","Kinesiology","42877","Movement Science (MOVESCI)"," 313","001","Special Topics","LEC","P  W","","T","","TH","","","","1130-1PM","3100 OBL","Sonnega",
"Fall 2010","Regular Academic Session","Kinesiology","42879","Movement Science (MOVESCI)"," 313","002","Special Topics","LEC","P  W","","T","","TH","","","","1-230PM","3100 OBL","Sonnega",
"Fall 2010","Regular Academic Session","Kinesiology","42881","Movement Science (MOVESCI)"," 313","003","Special Topics","LEC","P  W","M","","W","","","","","1-230PM","3100 OBL","Sonnega",
"Fall 2010","Regular Academic Session","Kinesiology","45048","Movement Science (MOVESCI)"," 313","004","Special Topics","LEC","P  W","M","","W","","","","","1130-1PM","3100 OBL","Sonnega",
"Fall 2010","Regular Academic Session","Kinesiology","20109","Movement Science (MOVESCI)"," 320","001","Motor Control","LEC","A RW","M","","W","","","","","830-10AM","3735 CCRB","Seidler",
"Fall 2010","Regular Academic Session","Kinesiology","31951","Movement Science (MOVESCI)"," 320","002","Motor Control","LAB","P RW","","","","TH","","","","5-7PM","3050 CCRB","Lee",
"Fall 2010","Regular Academic Session","Kinesiology","31953","Movement Science (MOVESCI)"," 320","003","Motor Control","LAB","P RW","","","","","F","","","1130-130PM","3050 CCRB","Lee",
"Fall 2010","Regular Academic Session","Kinesiology","36633","Movement Science (MOVESCI)"," 320","004","Motor Control","LAB","P RW","","T","","","","","","5-7PM","3050 CCRB","Drew",
